External ID,Status,Company,M,Title,Address,Unit,City,State,Zip,Square Feet,Forms,Parking Space,Area,Type,Bedroom,Bathroom,Monthly Rent,Price per Bedroom,Available,Paid Utilities,Pets,Pets Info,Laundry,Web Description,Phone,Gate Code,Key Number,Email,Commission,Bonus,Deposit and 1st Month's Rent Paid To,Description,Double Occupancy,Dbl Occ Info,Listing Type,Pool
,Leased,ACR,,2708 San Pedro #202,2708 San Pedro,202,Austin,TX,,,TAA + ADDENDA,,WC,Condo,3,2.0,3075.0,1025.0,2016/8/4,,,,,,"972-207-4999, 281-813-1004, 214-460-0355",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Newest Condo Complex, Pristine Finishout, 2 Parking Spots, Great Location",,,,
,Leased,ACR,,2708 San Pedro #302,2708 San Pedro,302,Austin,TX,,,TAA + ADDENDA,,WC,Condo,3,2.0,3375.0,1125.0,2016/8/4,,,,,,"516-993-1080, 847-533-8614, 310-720-3613",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","PENTHOUSE UNIT! Newest Condo Complex, Pristine Finishout, 2 Parking Spots, Great Location",,,,
,Active,ACR,,2708 San Pedro #204,2708 San Pedro,204,Austin,TX,,,TAA + ADDENDA,,WC,Condo,3,2.0,2925.0,975.0,2015/8/4,,,,,,"210-422-7940, 713-906-8691, 210-632-1194",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Newest Condo Complex, Pristine Finishout, 2 Parking Spots, Great Location",,,,
,Leased,ACR,,305 E 38th #A,305 E 38th,A,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,3,2.0,2775.0,925.0,2016/8/9,,,,,,"214-604-2474, 512-925-6350, 512-560-9544",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Wood Floors, Parking Garage, Open Floor Plan, Large bedrooms",,,,
,Leased,ACR,,307 E 38th,307 E 38th,,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,3,1.0,2500.0,833.0,2016/8/9,,,,,,"5 Hour Notice Needed:  832-754-3390, 917-340-0010, 832-816-2440",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Wood floors, 3 living (dining room), Large bedrooms, SS appliances",,,,
,Leased,ACR,,1038 E 43rd B,1038 E 43rd ,,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,3,3.0,2500.0,833.0,2016/8/11,,,,,,"210-787-0868, 720-870-1059, 972-880-3294",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Luxury home, on bus stop, Wood Floors, Modern",,,,
,Active,ACR,,The Corner - 50% COMMISSION,2508 San Gabriel St,,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,3,2.0,2850.0,950.0,2016/8/15,,,,,,"Property Coming August 2016, Visit www.UTCorner.com",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","New Build!  Wood plank flooring, quartz counters, W/D in unit.  Free Cable & Internet!",,,,
,Active,ACR,,The Corner - 50% COMMISSION,2508 San Gabriel St,,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,3,2.0,2925.0,975.0,2016/8/15,,,,,,"Property Coming August 2016, Visit www.UTCorner.com",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","New Build!  Wood plank flooring, quartz counters, W/D in unit.  Free Cable & Internet! (More sq. ft.)",,,,
,Leased,ACR,,The Corner - 50% COMMISSION,2508 San Gabriel St,,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,3,3.0,3000.0,1000.0,2016/8/15,,,,,,"Property Coming August 2016, Visit www.UTCorner.com",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","New Build!  Wood plank flooring, quartz counters, W/D in unit.  Free Cable & Internet!",,,,
,Leased,ACR,,408 Nelray #B,408 Nelray,B,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,3,1.5,1700.0,850.0,2016/8/12,,,,,,"304-906-9357, 614-202-2578, 703-975-0540",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","2 Bedroom Back House, Granite, Like New, 1 Study, W/D",,,,
,Leased,ACR,,4512 Depew #A,4512 Depew,A,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,2,1.0,1750.0,875.0,2016/8/5,,,,,,"713-304-3376, 615-414-1833",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Fenced in front yard, two living areas, wood and tile floors throughout.  A unit is the downstairs, C unit is the upstairs and B unit is the backhouse.  FLEXIBLE MOVE IN",,,,
,Leased,ACR,,1400 Sanchez #B,1400 Sanchez,B,Austin,TX,,,TAA + ADDENDA,,EC,House/Duplex,2,1.5,1450.0,725.0,2016/8/5,,,,,,"512-757-2146, 281-239-9771",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Fenced in front yard and back yard. Separate from unit B back house. Tile floors through out with carpet upstairs, w/d.  Right off of MLK, minutes from downtown and the UT campus.",,,,
,Leased,ACR,,Escala at 34th #101,301 E 34th,101,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,2,1.0,1650.0,825.0,2016/8/9,,,,,,"361-443-7387, 432-448-1824",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Wood floors, W/D, Great Location, Assigned Covered Parking Included",,,,
,Leased,ACR,,Heritage #102,3111 Tom Green,102,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,2,2.0,1600.0,800.0,2016/8/9,,,,,,"469-964-3804, 214-674-4427",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Fully renovated, spacious unit, 2 parking, washer/dryer - DON'T LET CAT OUT",,,,
,Leased,ACR,,Escala at 34th #105,301 E 34th,105,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,2,1.0,1650.0,825.0,2016/8/9,,,,,,"281-610-6991, 832-368-9859",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Wood floors, W/D, Great Location, Assigned Covered Parking Included",,,,
,Leased,ACR,,Shanti #101,3304 Red River,101,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,2,1.0,1250.0,625.0,2016/8/8,,,,,,"214-918-0379, 281-881-8803",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Spacious Unit, 2 Parking Spots, Great Location",,,,
,Leased,ACR,,Shanti #104,3304 Red River,104,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,2,1.0,1250.0,625.0,2016/8/8,,,,,,"713-306-9211, 832-647-6414",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Spacious Unit, 2 Parking Spots, Great Location",,,,
,Leased,ACR,,Shanti #105,3304 Red River,105,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,2,1.0,1250.0,625.0,2016/8/8,,,,,,"737-346-5464, 936-203-0942",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Spacious Unit, 2 Parking Spots, Great Location",,,,
,Leased,ACR,,Shanti #108,3304 Red River,108,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,2,1.0,1250.0,625.0,2016/8/8,,,,,,"281-917-3168, 281-839-8465",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Spacious Unit, 2 Parking Spots, Great Location",,,,
,Leased,ACR,,Shanti #201,3304 Red River,201,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,2,1.0,1250.0,625.0,2016/8/8,,,,,,"956-537-0297, 956-459-6135",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Spacious Unit, 2 Parking Spots, Great Location",,,,
,Leased,ACR,,Shanti #204,3304 Red River,204,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,2,1.0,1250.0,625.0,2016/8/8,,,,,,"281-770-2817, 254-652-2225, 860-989-8775",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Spacious Unit, 2 Parking Spots, Great Location",,,,
,Leased,ACR,,Shanti #205,3304 Red River,205,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,2,1.0,1250.0,625.0,2016/8/8,,,,,,"214-478-8337, 210-602-6973",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Spacious Unit, 2 Parking Spots, Great Location",,,,
,Leased,ACR,,Shanti #208,3304 Red River,208,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,2,1.0,1250.0,625.0,2016/8/8,,,,,,"630-254-1448, 512-658-7531",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Spacious Unit, 2 Parking Spots, Great Location",,,,
,Leased,ACR,,St. Thomas #203,807 W 25th,203,Austin,TX,,,TAA + ADDENDA,,WC,Condo,2,2.0,1600.0,800.0,2016/8/5,,,,,,"817-915-9868, 817-915-3893",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","3 Balconies, washer/dryer, 2 parking spots",,,,
,Leased,ACR,,St Thomas #315,807 W 25th,315,Austin,TX,,,TAA + ADDENDA,,WC,Condo,2,1.0,1350.0,675.0,2016/8/5,,,,,,"281-743-3711, 806-683-5523",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Washer/Dryer, carpet and tile throughout, great location, includes one parking space",,,,
,Leased,ACR,,Somerset #305,2216 San Gabriel,305,Austin,TX,,,TAA + ADDENDA,,WC,Condo,2,2.0,1700.0,850.0,2016/8/5,,,,,,"281-745-1951, 281-236-4369",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Partially furnished, Great finishout, newer appliances, W/D",,,,
,Leased,ACR,,Orange Tree #82,2529 Rio Grande,82,Austin,TX,,,TAA + ADDENDA,,WC,Condo,2,2.0,1950.0,975.0,2016/8/5,,,,,,"281-509-4499, 832-818-2260, 713-269-5258, 972-400-3118",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Townhome Style, 2.5 Bath, Wood Floors, Huge Floorplan",,,,
,Leased,ACR,,Orange Tree #10,2529 Rio Grande,10,Austin,TX,,,TAA + ADDENDA,,WC,Condo,2,2.0,1700.0,850.0,2016/8/5,,,,,,"713-517-8098, 214-682-5974",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Huge 2 bed/2bath, 2 parkings spots, washer/dryer",,,,
,Leased,ACR,,5105 Avenue F,5105 Avenue F,,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,2,1.0,1650.0,825.0,2016/8/8,,,,,,"832-443-5243, 281-352-2199",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Big Fenced in Yard, Wood Floors, Spacious",,,,
,Leased,ACR,,4312 Avenue G Unit A,4312 Avenue G,A,Austin,TX,,,TAA + ADDENDA,,Hyde Park,House/Duplex,2,2.0,2400.0,1200.0,2016/8/11,,,,,,"919-601-6902, 512-297-9594",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Porch, front yard and back yard. Wood floors, lots of natural light and a laundry room with washer/dryer. Well kept and updated.",,,,
,Leased,ACR,,Keystone Apartments,912 W 22 1/2  ,H,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,2,1.0,1200.0,600.0,2016/8/5,,,,,,"512-940-4634, 512-680-5644",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Walking distance to campus, parking included",,,,
,Leased,ACR,,Escala,3309 Grooms,205,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,2,1.0,1575.0,788.0,2016/8/12,,,,,,512-902-4554,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Stainless steel appliances, wood floors, free parking",,,,
,Leased,ACR,,5517 Duval #B,5517 Duval,B,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,2,1.5,1450.0,725.0,2016/8/9,,,,,,"251-367-0013, 870-882-3622",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Built 2006, Nice Finish Out, Back house, Plenty of Parking",,,,
,Active,ACR,,Villa Salano,610 W 51st,103,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,2,1.0,1250.0,625.0,2016/8/5,,,,,,"214-783-2604, 512-589-5091",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Fourplex, Spacious, W/D included, Parking included",,,,
,Active,ACR,,Villa Salano,610 W 51st,104,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,2,1.0,1250.0,625.0,2016/8/5,,,,,,"682-227-1764, 682-433-8438",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Fourplex, Spacious, W/D included, Parking included",,,,
,Active,ACR,,Villa Salano,612 W 51st,103,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,2,1.0,1250.0,625.0,2016/8/5,,,,,,"281-900-2036, 214-504-8212",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Fourplex, Spacious, W/D included, Parking included",,,,
,Active,ACR,,Villa Salano,612 W 51st,104,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,2,1.0,1250.0,625.0,2016/8/5,,,,,,"708-712-4784, 972-607-6556",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Fourplex, Spacious, W/D included, Parking included",,,,
,Leased,ACR,,Waterford #108,2401 Leon,108,Austin,TX,,,TAA + ADDENDA,,WC,Condo,2,2.0,1600.0,800.0,2015/8/10,,,,,,"956-854-5232, 225-636-0281, 832-453-1824",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Spacious Unit, Owner Managed, 2 parking , washer/dryer  --  Owner Managed",,,,
,Leased,ACR,,305 E 38th #B,305 E 38th,B,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,2,1.0,1700.0,850.0,2016/8/9,,,,,,"210-412-2494, 850-591-0766",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Stand alone backhouse, recently remodeled.  New finish outs and appliances.  Plenty of parking.  W/D",,,,
,Active,ACR,,107 Nelray B,107 Nelray ,B,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,2,2.0,1600.0,800.0,2016/8/11,,,,,,"662-312-3094, 815-979-4502",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Fenced in yard. Great Back House, w/d",,,,
,Active,ACR,,The Corner - 50% COMMISSION,2508 San Gabriel St,,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,2,1.0,2200.0,1100.0,2016/8/15,,,,,,"Property Coming August 2016, Visit www.UTCorner.com",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","New Build!  Wood plank flooring, quartz counters, W/D in unit.  Free Cable & Internet! Double Occupancy fee $100/month",,,,
,Active,ACR,,The Corner - 50% COMMISSION,2508 San Gabriel St,,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,2,1.0,2300.0,1150.0,2016/8/15,,,,,,"Property Coming August 2016, Visit www.UTCorner.com",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","New Build!  Wood plank flooring, quartz counters, W/D in unit.  Free Cable & Internet!  Double Occupancy fee $100/month",,,,
,Active,ACR,,The Corner - 50% COMMISSION,2508 San Gabriel St,,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,2,2.0,2400.0,1200.0,2016/8/15,,,,,,"Property Coming August 2016, Visit www.UTCorner.com",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","New Build!  Wood plank flooring, quartz counters, W/D in unit.  Free Cable & Internet!",,,,
,Leased,ACR,,5409 Evans #B,5409 Evans,B,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,2,2.0,1500.0,750.0,2016/8/12,,,,,,"214-385-1616, 972-408-6589",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Back house with separate alley parking and entrance. Modern style, W/D",,,,
,Active,ACR,,700 Nelray,700 Nelray,,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,2,2.0,1400.0,700.0,2016/8/8,,,,,,"Vacant Unit #105, Key in office and Supra Box - Gate Code 1303",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Upgraded Unit, Wood/Tile, Parking Included, W/D Connections; Unit w/ Balcony; Includes water. Unit w/o balcony=$1350",,,,
,Active,ACR,,Chateau Duval,3106 Duval,,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,2,1.0,1295.0,648.0,2016/8/10,,,,,,Show Unit - 203; (210) 439-9202,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Easy Walk to Campus, Carpet and wood options, Very Spacious, One Parking Space, Onsite Laundry, Lots of Closet Space",,,,
,Leased,ACR,,714 Landon Ln,714 Landon Ln,,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,2,1.0,1800.0,900.0,2016/8/12,,,,,,434-249-1402,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Close to Campus, Original Wood Floors",,,,
,Leased,ACR,,Shanti #102,3304 Red River,102,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,1,1.0,900.0,900.0,2016/8/8,,,,,,214-477-2329,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Very Spacious, Great Location, 1 Parking Spot",,,,
,Active,ACR,,700 Nelray,700 Nelray,,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,1,1.0,925.0,925.0,2016/8/8,,,,,,"Vacant Unit #105, Key in office and Supra Box - Gate Code 1303",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Upgraded Unit, Wood/Tile, Parking Included; Laundry Room Onsite",,,,
,Active,ACR,,Escala at 34th #108,301 E 34th,108,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,1,1.0,1275.0,1275.0,2016/8/9,,,,,,"484-557-8347, 610-368-7522",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Wood floors, W/D, Great Location, Parking Included; Larger Corner Unit",,,,
,Active,ACR,,Escala at 34th #106,301 E 34th,106,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,1,1.0,1125.0,1125.0,2016/8/9,,,,,,512-217-6085,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Wood floors, Great Location, Parking Included",,,,
,Leased,ACR,,Escala at 34th #102,301 E 34th,102,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,1,1.0,1175.0,1175.0,2016/8/9,,,,,,214-796-4411,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Wood floors, W/D, Great Location, Parking Included",,,,
,Leased,ACR,,Escala at 34th #103,301 E 34th,103,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,1,1.0,1075.0,1075.0,2016/8/9,,,,,,301-641-4658,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Wood floors, Great Location, Parking Included",,,,
,Leased,ACR,,Escala at 34th #104,301 E 34th,104,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,1,1.0,1275.0,1275.0,2016/8/9,,,,,,254-715-4412,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Wood floors, W/D, Great Location, Assigned Covered Parking Included; Larger Corner Unit",,,,
,Leased,ACR,,Escala at 34th #107,301 E 34th,107,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,1,1.0,1075.0,1075.0,2016/8/9,,,,,,"512-825-6714, 704-460-3059",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Wood floors, Great Location, Parking Included",,,,
,Active,ACR,,French Place,2704 French Place,,Austin,TX,,,TAA + ADDENDA,,Manor,Apartment,1,1.0,1250.0,1250.0,2015/7/15,,,,,,Model Unit: E - Vacant; Key in Listing Office and MLS Lockbox at Unit,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Granite Counters, wood floors, SS appliances, 1 parking space, on site laundry room, w/d connections in unit, dishwasher, Multiple Closets",,,,
,Active,ACR,,French Place,2704 French Place,,Austin,TX,,,TAA + ADDENDA,,Manor/East Campus,Apartment,1,1.0,1200.0,1200.0,2015/8/13,,,,,,Model Unit: E - Vacant; Key in Listing Office and MLS Lockbox at Unit,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Granite Counters, wood floors, SS appliances, 1 parking space, on site laundry room, w/d connections in unit, dishwasher, Multiple Closets",,,,
,Leased,ACR,,Oxford #101,914 W. 22 1/2,101,Austin,TX,,,TAA + ADDENDA,,WC,Condo,1,1.0,950.0,950.0,2016/8/4,,,,,,254-855-0966,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property",Tiled unit with a stacked washer/dryer and dishwasher.  One covered parking space included.,,,,
,Active,ACR,,Shanti #103,3304 Red River,103,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,1,1.0,900.0,900.0,2016/8/8,,,,,,24 Hour Notice Required:  817-304-7142 (DO NOT LET DOG OUT),,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Very Spacious, Great Location, 1 Parking Spot",,,,
,Active,ACR,,Shanti #106,3304 Red River,106,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,1,1.0,900.0,900.0,2016/8/8,,,,,,512-516-9548,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Very Spacious, Great Location, 1 Parking Spot",,,,
,Active,ACR,,Shanti #107,3304 Red River,107,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,1,1.0,900.0,900.0,2016/8/8,,,,,,214-437-4475,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Very Spacious, Great Location, 1 Parking Spot",,,,
,Leased,ACR,,Shanti #203,3304 Red River,203,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,1,1.0,900.0,900.0,2016/8/8,,,,,,940-641-0360,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Very Spacious, Great Location, 1 Parking Spot",,,,
,Leased,ACR,,Shanti #206,3304 Red River,206,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,1,1.0,900.0,900.0,2016/8/8,,,,,,817-908-2940,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Very Spacious, Great Location, 1 Parking Spot",,,,
,Leased,ACR,,Shanti #202,3304 Red River,202,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,1,1.0,900.0,900.0,2016/8/8,,,,,,214-912-1864,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Very Spacious, Great Location, 1 Parking Spot",,,,
,Leased,ACR,,Shanti #207,3304 Red River,207,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,1,1.0,900.0,900.0,2016/8/8,,,,,,469-877-3069,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Very Spacious, Great Location, 1 Parking Spot",,,,
,Active,ACR,,Chateau Duval,3106 Duval,,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,1,1.0,925.0,925.0,2016/8/10,,,,,,Show Unit - 203; (210) 439-9202,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Easy Walk to Campus, Lam Wood floors, Very Spacious, One Parking Space, Onsite Laundry, Lots of Closet Space.",,,,
,Active,ACR,,The Jacksonian,3816 Speedway,,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,1,1.0,975.0,975.0,2015/8/12,,,,,,"Schedule 24 hrs in advance w/ office, tillery@austincityrealty.net",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Updated laminate wood floors, appliances and counters. Great Location, Bus Stop Outside. +$25/month for allocated water. - $950 for Units w/ Window Units",,,,
,Leased,ACR,,110 Nelray #B,110 Nelray,B,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,1,1.0,1150.0,1150.0,2016/8/9,,,,,,"512-201-3056, 972-689-3192",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Garage Apt, 2015 Construction, W/D, front parking",,,,
,Active,ACR,,5413 Roosevelt #B,5413 Roosevelt,B,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,1,1.0,1150.0,1150.0,2016/8/9,,,,,,"415-747-4331, 720-217-6653",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Stand Alone backhouse, Alley Access w/ Separate Parking, Built 2008, Washer/Dryer",,,,
,Active,ACR,,407 W 38th,407 W 38th,,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,1,1.0,1100.0,1100.0,2016/8/10,,,,,,"Schedule 24 hrs in advance w/ office, tillery@austincityrealty.net",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Cable/Internet, Water, Trash, Partial Gas PAID!!!!  Parking Included. Units w/o W/D=$1000",,,,
,Active,ACR,,Stoneleigh #105,2409 Leon,105,Austin,TX,,,TAA + ADDENDA,,WC,Condo,1,1.0,1250.0,1250.0,2015/8/17,,,,,,469-766-3411,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Great Unit, Spacious, Well taken Care of (2nd Parking Spot for $100 Deposit)  -- Owner Managed",,,,
